iter,rel_res
0,70009.80884782645
1,5.731636157255182
2,3.963419883881707
3,3.3806022367472877
4,2.8765641333743335
5,2.4780141345853512
6,2.1427017135691107
7,1.8578935217835986
8,1.6136156042687575
9,1.4030593495329726
10,1.2209519495491807
11,1.06309689206693
12,0.9260501368743623
13,0.8069363488734616
14,0.7033250605216043
15,0.6131445222578189
16,0.5346181888870266
17,0.466216152232142
18,0.40661682775631647
19,0.354676012839683
20,0.30940143744259346
21,0.2699315372416889
22,0.23551755773916408
23,0.20550834278032118
24,0.1793373243226569
25,0.15651134268966355
26,0.13660100601351438
27,0.11923235526514704
28,0.1040796442273533
29,0.09085907651900162
30,0.07932336731931057
31,0.06925701776743254
32,0.06047220649836892
33,0.05280521635712168
34,0.046113325686452836
35,0.0402721031696627
36,0.03517305338529144
37,0.030721567245887503
38,0.026835137538603622
39,0.023441805023590532
40,0.02047880507509052
41,0.017891388791101602
42,0.015631795919490824
43,0.01365835990932835
44,0.011934727982482516
45,0.010429181352707342
46,0.009114042667920295
47,0.0079651594296453
48,0.006961453614901937
49,0.0060845289867456276
50,0.005318328690354786
