iter,rel_res
0,1.0
1,0.3787133354863149
2,0.17623080985458317
3,0.08875678479893258
4,0.04613569178593567
5,0.023563981273240442
6,0.012188009504542147
7,0.006297546408812633
8,0.0032447680327004525
9,0.0016749484602302089
10,0.0008657392014345292
11,0.0004458017763284148
12,0.00023034947534114408
13,0.00011898782793450698
14,6.128016346718393e-05
15,3.1662258126016746e-05
16,1.635836650549923e-05
17,8.425443510193382e-06
18,4.352165322096817e-06
19,2.249025203279097e-06
20,1.1587195988121764e-06
21,5.983179578844485e-07
22,3.0921365574766526e-07
23,1.5938125938957372e-07
24,8.227226009575858e-08
25,4.2514968428119896e-08
26,2.192468796534233e-08
27,1.13154511274509e-08
28,5.8460703510047365e-09
