iter,rel_res
0,34999.20311007701
1,4.409485800436809
2,2.703069074076286
3,2.121288948866598
4,1.6325300325454628
5,1.2789020240955034
6,1.0023369059845966
7,0.7877791326759543
8,0.619680782533391
9,0.4878659647999767
10,0.3842698437839131
11,0.30278059185576867
12,0.2386291554047226
13,0.18810262615625017
14,0.14829281548371243
15,0.11691897295701935
16,0.09218904750303909
17,0.07269365867474455
18,0.05732349316126901
19,0.04520496116872436
20,0.03564983184953352
21,0.028115749742100446
22,0.022175225582434354
23,0.017491257325550676
24,0.013798147303231726
25,0.010886399013910997
26,0.008590820481439011
27,0.006781150216037878
28,0.005354668965658627
29,0.004230375430511662
30,0.003344394156711599
31,0.002646354451169063
32,0.0020965346457681227
33,0.0016636096573341907
34,0.0013228741231241764
35,0.001054840439902649
36,0.0008441323762494303
37,0.0006786118135722002
38,0.0005486895767868877
39,0.00044678200533096934
40,0.00036688340989320854
41,0.0003042312004694046
42,0.0002550453797751195
43,0.00021632739807359694
44,0.00018570537545066
45,0.00016131408833802648
46,0.0001416997215864148
47,0.00012574169151683087
48,0.00011258658843456186
49,0.00010159175182286054
50,9.227754460320082e-05
