iter,rel_res
0,1.0
1,0.323047072227296
2,0.10200799941629433
3,0.034986726569302365
4,0.01347978417240624
5,0.0048606856236952725
6,0.0019149314829147706
7,0.0007828646473307139
8,0.00032529152195479694
9,0.0001481509892386328
10,6.869935233791493e-05
11,3.222385518596201e-05
12,1.560697657615852e-05
13,7.560201345150661e-06
14,3.6473695837050883e-06
15,1.759550012423004e-06
16,8.53036534741273e-07
17,4.0840741727813914e-07
18,1.9489228128339598e-07
19,9.340644472114494e-08
20,4.410120845627288e-08
21,2.0833342246200713e-08
22,9.832356201614772e-09
